date,time,type,animal,name,data,comment
20220720,14:30,pre_recording,gc03,pre0,gc03\2022_07_20\14_55_58,
20220720,15:30,pre_recording,gc05,pre0,gc05\2022_07_20\15_25_35,
20220720,15:50,pre_recording,gc06,pre0,gc06\2022_07_20\15_50_34,
20220720,16:00,pre_recording,gc07,pre0,gc07\2022_07_20\16_02_07,
20220720,16:11,pre_recording,gc08,pre0,gc08\2022_07_20\16_11_19,
