date,animal,supplement,weight
20220920,gc03,inf,24.2
20220920,gc05,inf,24.0
20220920,gc07,inf,21.3
20220920,gc08,inf,24.3
20220920,pv01,inf,31.7
20220920,pv02,inf,29.2
20220920,pv03,inf,35.3
20220920,pv05,inf,37.1
